Passenger_ID,Stop_ID,Latitude,Longitude,Boarding,Alighting,Passenger_Count,Time,Day,Weather,Traffic_Level,Road_Width,Population_Density,Land_Use,Distance_to_Next_Stop_m,Bus_Frequency,Waiting_Time_min,Bus_Dwell_Time_sec,Walking_Distance_m,Occupancy_pct,Peak_Hour,Bus_Route
12555,BS005,13.047159,77.492893,26,4,36,08:15,Thursday,Rainy,High,26,1972,Institutional,598,10,3,57,158,44,Yes,R01
12556,BS025,13.014094,77.552212,12,14,41,07:45,Thursday,Cloudy,Low,9,8645,Mixed,590,15,10,20,296,65,Yes,R02
12557,BS037,13.02388,77.56178,10,24,54,08:15,Wednesday,Cloudy,High,20,1644,Residential,361,19,12,41,282,92,Yes,R03
12558,BS043,13.001597,77.496279,3,3,17,12:45,Sunday,Rainy,Medium,14,5697,Mixed,693,19,10,33,419,100,No,R03
12559,BS041,13.02106,77.520462,19,24,49,19:15,Wednesday,Sunny,Medium,20,8182,Commercial,307,18,12,38,196,95,Yes,R03
12560,BS015,13.006033,77.498652,34,30,84,18:15,Friday,Sunny,Medium,24,8326,Commercial,250,9,11,36,414,62,Yes,R02
12561,BS010,13.05969,77.561663,16,11,33,19:00,Saturday,Rainy,Medium,17,1018,Residential,448,17,10,32,74,41,Yes,R03
12562,BS006,13.03007,77.549677,9,7,24,17:00,Thursday,Cloudy,Medium,13,2556,Commercial,574,13,5,45,87,47,Yes,R03
12563,BS031,13.037457,77.52926,18,30,63,12:00,Friday,Rainy,Low,9,5133,Mixed,475,20,9,34,100,99,No,R03
12564,BS005,13.024104,77.54802,20,2,37,07:00,Saturday,Rainy,High,10,6940,Residential,410,13,14,35,483,35,Yes,R03
12565,BS040,13.047945,77.552676,23,19,66,12:15,Monday,Sunny,High,21,2521,Institutional,529,12,7,55,151,97,No,R02
12566,BS036,13.066268,77.567946,13,29,46,08:15,Saturday,Cloudy,Medium,25,11691,Institutional,401,7,2,55,149,81,Yes,R01
12567,BS038,13.055514,77.562439,23,29,78,07:15,Tuesday,Rainy,High,9,6126,Institutional,338,7,10,21,181,75,Yes,R03
12568,BS046,13.003989,77.512872,1,14,30,17:00,Friday,Sunny,Medium,14,1411,Institutional,379,8,2,41,158,28,Yes,R01
12569,BS011,13.066148,77.535384,35,4,65,18:30,Monday,Sunny,Low,28,11766,Institutional,624,6,3,60,73,31,Yes,R02
12570,BS045,13.071534,77.501479,29,7,66,19:30,Wednesday,Rainy,High,24,6355,Mixed,577,9,8,39,397,75,Yes,R01
12571,BS025,13.013149,77.521444,23,4,34,07:45,Sunday,Cloudy,High,12,10011,Commercial,460,14,3,28,268,54,Yes,R03
12572,BS025,13.004123,77.514979,11,6,20,07:45,Wednesday,Rainy,Low,18,1882,Mixed,672,20,12,27,488,75,Yes,R02
12573,BS047,13.060097,77.519596,19,16,37,07:15,Monday,Rainy,Low,10,2314,Commercial,526,6,7,31,373,39,Yes,R03
12574,BS030,13.041505,77.53188,33,10,62,07:00,Tuesday,Sunny,Low,9,3806,Residential,458,19,11,19,194,39,Yes,R01
12575,BS006,13.026852,77.564349,21,26,52,19:00,Saturday,Sunny,Low,21,3286,Mixed,657,9,6,30,196,30,Yes,R03
12576,BS012,13.038977,77.553272,37,11,64,12:30,Sunday,Sunny,Low,23,3057,Commercial,408,7,6,51,233,81,No,R01
12577,BS040,13.018457,77.508315,2,1,9,17:00,Monday,Cloudy,Low,11,3131,Institutional,690,14,11,47,263,45,Yes,R02
12578,BS010,13.045799,77.54524,3,0,19,09:00,Thursday,Cloudy,Low,12,1467,Mixed,460,10,10,58,215,62,Yes,R03
12579,BS008,13.022438,77.53578,26,25,60,18:30,Tuesday,Cloudy,Medium,13,11405,Commercial,460,6,5,54,114,28,Yes,R01
12580,BS049,13.026555,77.506717,10,2,18,07:30,Wednesday,Sunny,High,21,6747,Institutional,373,5,4,58,423,58,Yes,R03
12581,BS036,13.034758,77.56746,37,19,60,17:45,Sunday,Rainy,Low,22,3719,Residential,400,13,12,47,169,21,Yes,R02
12582,BS031,13.011336,77.515398,23,6,52,17:15,Monday,Cloudy,Medium,20,8204,Institutional,479,9,2,28,237,24,Yes,R03
12583,BS036,13.051464,77.532437,7,18,36,09:45,Saturday,Cloudy,High,26,3323,Commercial,426,11,11,40,75,85,Yes,R01
12584,BS023,13.054241,77.509318,36,27,91,08:30,Tuesday,Rainy,Low,8,4961,Mixed,642,12,7,37,455,44,Yes,R02
12585,BS014,13.040483,77.514933,18,14,47,07:45,Thursday,Cloudy,Medium,23,8405,Institutional,383,14,11,60,118,62,Yes,R01
12586,BS045,13.07585,77.512127,31,15,66,07:15,Tuesday,Rainy,Low,18,2809,Commercial,524,10,5,35,169,51,Yes,R02
12587,BS047,13.066184,77.520987,32,3,49,19:30,Sunday,Rainy,Low,27,6697,Residential,425,8,15,42,139,73,Yes,R03
12588,BS028,13.059704,77.553533,13,28,71,09:45,Sunday,Cloudy,Medium,15,9047,Institutional,467,19,2,27,309,63,Yes,R01
12589,BS001,13.001886,77.511556,31,5,44,17:15,Wednesday,Rainy,Medium,18,3486,Residential,672,15,2,34,408,97,Yes,R02
12590,BS013,13.061343,77.508172,13,1,42,07:15,Wednesday,Cloudy,Medium,23,3298,Commercial,552,10,4,40,127,86,Yes,R02
12591,BS032,13.028755,77.565549,36,25,64,17:00,Thursday,Rainy,Low,15,8540,Commercial,648,10,13,25,391,72,Yes,R01
12592,BS021,13.03322,77.528119,12,10,38,08:00,Saturday,Rainy,Medium,30,11115,Mixed,566,18,14,41,330,20,Yes,R01
12593,BS043,13.06193,77.521539,30,2,57,17:30,Friday,Rainy,High,13,3366,Commercial,437,17,11,32,52,86,Yes,R03
12594,BS038,13.031853,77.490588,35,15,64,18:30,Saturday,Rainy,High,29,6627,Institutional,546,5,14,31,73,52,Yes,R01
12595,BS023,13.044265,77.559799,39,25,75,12:45,Monday,Cloudy,Medium,24,8103,Mixed,262,19,8,27,130,27,No,R01
12596,BS038,13.007261,77.526298,26,0,34,07:00,Monday,Rainy,Low,28,2750,Residential,476,15,13,22,133,68,Yes,R02
12597,BS014,13.063572,77.553657,39,11,56,17:15,Saturday,Sunny,Low,18,7301,Commercial,526,7,7,46,409,65,Yes,R03
12598,BS023,13.047279,77.522848,1,25,41,07:15,Monday,Cloudy,High,30,6098,Institutional,385,16,10,21,350,43,Yes,R03
12599,BS019,13.029001,77.530247,2,27,54,19:30,Monday,Cloudy,High,19,10429,Mixed,695,9,14,41,286,25,Yes,R03
12600,BS008,13.033242,77.549426,29,13,54,12:15,Sunday,Cloudy,High,24,9074,Mixed,354,6,8,29,275,39,No,R02
12601,BS023,13.028668,77.494213,12,24,56,08:15,Sunday,Sunny,Medium,21,8500,Mixed,272,16,11,38,387,80,Yes,R03
12602,BS004,13.041236,77.530848,36,25,61,12:45,Tuesday,Rainy,High,17,9069,Commercial,378,19,7,26,96,57,No,R02
12603,BS003,13.049065,77.503982,8,21,59,12:30,Thursday,Rainy,High,9,11239,Commercial,291,20,4,22,269,85,No,R01
12604,BS016,13.079533,77.522179,17,15,48,17:45,Thursday,Rainy,Medium,30,11985,Institutional,575,7,8,41,164,38,Yes,R03
12605,BS005,13.030786,77.532042,11,8,26,08:30,Sunday,Rainy,Low,23,4126,Commercial,314,7,2,16,104,42,Yes,R02
12606,BS042,13.029938,77.523902,14,16,48,08:45,Sunday,Sunny,Low,18,4760,Residential,476,13,5,42,276,62,Yes,R01
12607,BS009,13.035548,77.559948,1,2,29,07:45,Thursday,Cloudy,High,21,8523,Institutional,617,20,11,54,365,96,Yes,R03
12608,BS014,13.061017,77.490582,39,30,84,12:15,Monday,Rainy,High,14,5147,Residential,674,17,4,56,458,31,No,R02
12609,BS015,13.049445,77.511109,38,1,42,17:30,Sunday,Cloudy,Medium,16,11534,Mixed,607,14,3,51,293,86,Yes,R03
12610,BS024,13.043271,77.536786,10,25,52,19:45,Saturday,Cloudy,Low,18,5384,Commercial,616,16,15,47,52,89,Yes,R02
12611,BS013,13.021159,77.527576,33,12,72,18:15,Sunday,Rainy,Low,18,8876,Commercial,566,18,6,46,379,56,Yes,R01
12612,BS038,13.064284,77.520467,36,7,72,18:00,Thursday,Rainy,High,17,8268,Institutional,560,14,13,37,406,53,Yes,R02
12613,BS027,13.073726,77.510728,30,14,55,08:30,Sunday,Cloudy,High,21,8987,Residential,448,13,4,19,339,67,Yes,R01
12614,BS006,13.007466,77.511695,28,11,43,08:45,Tuesday,Sunny,Medium,11,3299,Mixed,284,18,3,24,383,72,Yes,R01
12615,BS040,13.029417,77.494578,29,3,40,07:30,Sunday,Rainy,Medium,11,1358,Institutional,280,15,8,44,88,42,Yes,R02
12616,BS030,13.009479,77.505508,4,4,14,18:30,Friday,Cloudy,Medium,18,1304,Institutional,317,20,6,15,385,49,Yes,R03
12617,BS032,13.047035,77.53617,31,8,55,18:15,Monday,Sunny,Low,24,5797,Institutional,681,9,3,41,459,63,Yes,R03
12618,BS046,13.006194,77.508006,13,21,38,08:00,Monday,Rainy,Medium,14,1680,Mixed,692,15,7,22,385,54,Yes,R03
12619,BS010,13.068476,77.515661,32,30,84,18:00,Wednesday,Cloudy,High,24,7756,Commercial,358,18,8,29,359,79,Yes,R01
12620,BS044,13.06213,77.511436,29,9,56,18:45,Tuesday,Cloudy,High,10,10061,Residential,668,7,5,22,291,32,Yes,R03
12621,BS021,13.072028,77.538199,36,29,86,07:45,Sunday,Cloudy,Medium,14,8033,Commercial,512,15,9,36,268,86,Yes,R02
12622,BS031,13.061713,77.50834,32,16,52,17:15,Sunday,Rainy,Low,22,5481,Commercial,699,12,5,34,290,35,Yes,R01
12623,BS032,13.077682,77.562242,16,11,31,08:15,Wednesday,Cloudy,High,24,2268,Mixed,324,16,8,34,296,78,Yes,R02
12624,BS028,13.063939,77.568978,22,14,43,08:45,Thursday,Sunny,High,22,8098,Institutional,538,19,2,45,403,72,Yes,R01
12625,BS004,13.052941,77.520904,16,1,17,17:00,Saturday,Sunny,Low,29,4669,Residential,257,17,11,46,160,47,Yes,R03
12626,BS026,13.054188,77.523289,26,1,46,12:30,Sunday,Rainy,Medium,24,4837,Institutional,605,6,11,54,207,37,No,R03
12627,BS021,13.053395,77.562454,14,15,47,12:15,Friday,Rainy,Medium,10,3933,Institutional,448,8,15,23,257,67,No,R03
12628,BS046,13.03049,77.511893,19,7,46,18:30,Tuesday,Cloudy,High,23,7640,Mixed,502,13,14,49,153,86,Yes,R01
12629,BS013,13.067808,77.511014,17,13,43,18:30,Saturday,Sunny,Medium,26,3971,Commercial,396,19,3,27,145,97,Yes,R01
12630,BS025,13.056347,77.508477,14,20,55,19:30,Sunday,Cloudy,Medium,11,8294,Commercial,294,15,5,40,298,30,Yes,R01
12631,BS021,13.033172,77.533972,7,18,32,17:45,Saturday,Rainy,Low,26,9704,Commercial,288,13,5,18,498,83,Yes,R02
12632,BS011,13.0422,77.51957,5,26,47,08:45,Monday,Sunny,Medium,29,9737,Mixed,488,12,8,33,253,53,Yes,R01
12633,BS012,13.020535,77.525146,29,21,60,19:15,Monday,Rainy,Medium,24,2347,Institutional,673,16,3,59,232,97,Yes,R03
12634,BS023,13.052344,77.544772,25,13,68,12:00,Tuesday,Rainy,Medium,8,5014,Residential,676,8,6,46,64,22,No,R03
12635,BS023,13.047453,77.565779,27,0,41,09:15,Sunday,Sunny,High,10,5322,Institutional,457,15,2,21,87,28,Yes,R02
12636,BS030,13.073089,77.54609,14,11,49,18:45,Sunday,Rainy,High,17,1807,Mixed,664,17,2,46,163,57,Yes,R01
12637,BS019,13.015624,77.540295,36,5,66,19:00,Saturday,Rainy,Medium,23,8932,Mixed,391,18,3,38,356,24,Yes,R03
12638,BS031,13.01987,77.496167,30,17,66,08:00,Friday,Cloudy,Low,19,5315,Residential,363,11,7,25,92,42,Yes,R02
12639,BS013,13.065111,77.509107,23,15,63,08:15,Tuesday,Sunny,Low,22,8367,Mixed,627,16,5,23,365,97,Yes,R01
12640,BS001,13.021248,77.541712,22,14,45,17:45,Wednesday,Sunny,High,17,10743,Mixed,254,18,12,21,259,88,Yes,R03
12641,BS014,13.063661,77.516756,22,11,58,07:00,Monday,Sunny,Medium,21,2283,Commercial,611,16,2,48,370,33,Yes,R03
12642,BS022,13.03009,77.497662,32,14,71,18:30,Wednesday,Sunny,High,23,4206,Commercial,273,9,4,45,465,48,Yes,R01
12643,BS010,13.027438,77.533587,40,24,85,08:00,Thursday,Rainy,High,23,7407,Commercial,314,16,10,53,303,100,Yes,R01
12644,BS023,13.003401,77.548071,33,20,79,18:00,Friday,Rainy,Medium,17,10889,Residential,660,5,3,28,108,97,Yes,R02
12645,BS046,13.013487,77.552511,10,22,62,12:30,Wednesday,Sunny,Low,24,1672,Residential,379,7,4,48,272,32,No,R03
12646,BS012,13.020974,77.535182,23,2,43,17:15,Tuesday,Cloudy,Medium,20,8587,Mixed,469,17,7,35,478,87,Yes,R01
12647,BS049,13.03088,77.566705,21,22,69,12:45,Saturday,Cloudy,Low,8,1933,Residential,468,18,4,29,75,28,No,R03
12648,BS015,13.063928,77.52181,29,6,60,09:15,Saturday,Sunny,Low,18,5088,Institutional,594,12,10,30,284,30,Yes,R01
12649,BS019,13.070292,77.542261,35,20,56,19:15,Tuesday,Sunny,High,18,2652,Institutional,684,8,8,46,127,49,Yes,R03
12650,BS023,13.060321,77.498354,5,16,33,09:15,Friday,Sunny,Medium,24,3024,Residential,569,15,7,15,240,50,Yes,R02
12651,BS003,13.051806,77.498831,36,29,66,07:30,Tuesday,Rainy,High,8,6682,Institutional,489,11,6,51,163,70,Yes,R03
12652,BS003,13.006905,77.521365,8,18,37,19:30,Thursday,Cloudy,High,11,4983,Institutional,460,10,5,31,172,83,Yes,R02
12653,BS049,13.053582,77.524073,26,25,68,12:30,Monday,Sunny,Low,25,10149,Mixed,508,12,6,57,337,91,No,R02
12654,BS030,13.01729,77.54744,4,10,17,09:00,Monday,Cloudy,High,30,2093,Residential,362,10,4,26,249,30,Yes,R03
12655,BS002,13.036104,77.538732,33,1,53,18:30,Tuesday,Sunny,High,8,8921,Mixed,417,20,6,22,464,39,Yes,R02
12656,BS041,13.012171,77.568416,16,19,35,18:30,Friday,Cloudy,Medium,17,10939,Residential,666,16,10,55,322,60,Yes,R01
12657,BS036,13.031985,77.54516,15,2,35,07:45,Monday,Rainy,High,18,9165,Mixed,572,17,14,21,340,94,Yes,R02
12658,BS047,13.042839,77.564082,16,6,46,18:45,Wednesday,Sunny,High,18,4892,Residential,254,17,13,58,486,97,Yes,R03
12659,BS037,13.059759,77.549107,22,4,32,07:00,Wednesday,Cloudy,High,21,5623,Residential,351,18,3,47,256,71,Yes,R01
12660,BS021,13.013409,77.565912,13,22,35,12:15,Friday,Cloudy,Medium,30,3024,Residential,286,15,11,27,230,33,No,R02
12661,BS031,13.076475,77.533493,33,25,68,17:00,Monday,Cloudy,Medium,13,3392,Mixed,684,20,7,54,305,51,Yes,R02
12662,BS017,13.060474,77.558947,5,23,53,19:30,Thursday,Cloudy,Medium,24,11760,Mixed,287,12,3,38,99,45,Yes,R01
12663,BS043,13.041623,77.547503,8,17,55,17:15,Monday,Cloudy,Low,26,4046,Residential,574,7,9,24,231,93,Yes,R01
12664,BS011,13.040602,77.529855,11,29,40,17:00,Wednesday,Rainy,Medium,14,11105,Residential,667,10,6,17,384,87,Yes,R02
12665,BS030,13.036498,77.56736,32,13,47,17:30,Friday,Rainy,Low,26,1549,Mixed,598,18,5,55,79,94,Yes,R01
12666,BS045,13.077642,77.539828,14,28,43,19:15,Tuesday,Rainy,Medium,14,7013,Mixed,608,13,13,58,232,62,Yes,R03
12667,BS033,13.065778,77.568562,26,0,38,09:15,Monday,Cloudy,Low,12,9733,Commercial,280,11,14,17,415,74,Yes,R03
12668,BS049,13.035738,77.533984,34,0,61,08:30,Sunday,Rainy,Medium,13,2748,Institutional,318,17,9,57,222,29,Yes,R01
12669,BS023,13.005207,77.531403,12,0,33,09:30,Sunday,Sunny,High,26,3368,Residential,579,20,4,16,216,26,Yes,R03
12670,BS009,13.001759,77.536575,7,24,50,09:15,Saturday,Rainy,Low,8,5848,Residential,637,5,9,57,211,93,Yes,R01
12671,BS018,13.021748,77.491658,0,27,33,18:45,Wednesday,Cloudy,Low,24,1108,Mixed,452,14,4,60,379,27,Yes,R02
12672,BS047,13.0232,77.500008,19,0,38,18:30,Tuesday,Rainy,High,22,3569,Commercial,570,11,9,56,400,55,Yes,R01
12673,BS034,13.018608,77.539983,36,13,56,09:15,Saturday,Sunny,Medium,30,8603,Institutional,362,13,5,21,208,75,Yes,R02
12674,BS047,13.039998,77.508241,5,5,21,19:00,Thursday,Sunny,Medium,30,2844,Residential,307,13,7,37,388,85,Yes,R02
12675,BS039,13.059717,77.49462,32,7,49,19:30,Wednesday,Rainy,Medium,24,8602,Institutional,307,14,4,27,424,81,Yes,R01
12676,BS043,13.049339,77.541619,11,30,64,18:45,Saturday,Rainy,High,24,8047,Commercial,345,14,15,33,83,38,Yes,R01
12677,BS027,13.001013,77.516402,0,2,24,07:45,Monday,Rainy,Low,23,3479,Commercial,479,15,6,60,189,63,Yes,R03
12678,BS003,13.007121,77.562907,37,10,75,09:30,Thursday,Sunny,High,26,2685,Institutional,517,18,7,27,208,44,Yes,R03
12679,BS016,13.073104,77.520067,25,16,48,17:15,Thursday,Rainy,Medium,8,4183,Residential,640,7,11,55,351,96,Yes,R03
12680,BS046,13.046528,77.528964,15,24,51,07:30,Friday,Cloudy,Low,25,1331,Commercial,352,10,2,54,372,91,Yes,R01
12681,BS037,13.053349,77.535872,0,2,24,18:45,Saturday,Rainy,High,30,3822,Residential,546,19,13,54,259,61,Yes,R01
12682,BS005,13.022599,77.508014,4,9,39,08:00,Sunday,Rainy,Low,26,11349,Residential,538,19,10,52,478,57,Yes,R01
12683,BS049,13.075954,77.545794,32,29,89,18:00,Saturday,Sunny,Low,20,5957,Mixed,300,6,10,54,364,35,Yes,R01
12684,BS002,13.071036,77.534222,40,23,73,18:00,Tuesday,Rainy,High,18,6470,Commercial,329,5,9,31,203,55,Yes,R02
12685,BS032,13.066057,77.502572,10,11,49,09:00,Friday,Cloudy,Medium,29,10715,Institutional,479,19,11,37,326,69,Yes,R01
12686,BS014,13.078913,77.546826,36,26,78,19:30,Thursday,Cloudy,High,19,4686,Mixed,343,10,8,20,297,81,Yes,R03
12687,BS011,13.043033,77.514341,1,8,36,12:00,Friday,Sunny,Medium,20,2496,Institutional,695,5,4,55,76,62,No,R02
12688,BS044,13.002797,77.527433,30,5,49,07:30,Tuesday,Rainy,High,22,6194,Institutional,378,6,14,50,135,93,Yes,R02
12689,BS048,13.013909,77.526832,40,14,59,17:00,Saturday,Cloudy,High,29,10419,Commercial,478,14,7,35,351,40,Yes,R03
12690,BS009,13.041857,77.497285,29,6,55,07:15,Thursday,Cloudy,Medium,27,7850,Residential,264,6,15,56,59,86,Yes,R01
12691,BS020,13.007389,77.551227,4,26,52,09:45,Thursday,Rainy,Low,20,1006,Commercial,375,17,6,45,376,33,Yes,R03
12692,BS043,13.046369,77.502751,36,24,79,19:45,Sunday,Cloudy,Medium,19,1120,Commercial,264,16,6,36,426,25,Yes,R01
12693,BS026,13.07448,77.513442,16,14,42,12:00,Monday,Cloudy,Medium,28,6186,Institutional,664,12,2,49,461,22,No,R02
12694,BS018,13.04985,77.545911,28,8,36,09:15,Tuesday,Sunny,Medium,12,1241,Residential,692,14,10,29,477,77,Yes,R02
12695,BS014,13.02606,77.545625,13,30,45,19:45,Thursday,Rainy,High,18,3679,Institutional,521,6,13,16,430,92,Yes,R01
12696,BS026,13.01197,77.50533,5,7,41,07:15,Sunday,Sunny,High,26,2757,Mixed,559,17,13,28,257,71,Yes,R02
12697,BS001,13.036742,77.546802,12,28,69,17:15,Sunday,Cloudy,Low,11,1157,Institutional,536,20,11,39,279,99,Yes,R03
12698,BS037,13.073259,77.490407,16,26,65,18:15,Thursday,Rainy,High,13,11137,Mixed,431,6,2,15,425,69,Yes,R01
12699,BS023,13.062429,77.490622,17,23,49,18:00,Monday,Sunny,High,8,10696,Commercial,681,13,10,50,302,26,Yes,R01
12700,BS033,13.008383,77.559557,9,18,36,08:30,Saturday,Cloudy,Medium,29,9694,Mixed,629,13,14,53,497,41,Yes,R03
12701,BS016,13.007707,77.525451,18,2,36,07:45,Thursday,Rainy,Low,29,6147,Institutional,661,10,12,56,62,80,Yes,R03
12702,BS045,13.037109,77.531532,33,17,65,07:15,Saturday,Rainy,High,10,4151,Residential,320,8,3,36,199,26,Yes,R01
12703,BS037,13.017435,77.547308,31,3,52,07:15,Tuesday,Sunny,High,12,7211,Institutional,687,15,3,29,263,24,Yes,R03
12704,BS032,13.061233,77.532468,23,17,57,08:00,Thursday,Sunny,Low,23,2471,Institutional,579,12,15,34,430,65,Yes,R02
12705,BS005,13.013227,77.505119,38,18,68,07:30,Thursday,Cloudy,High,9,11266,Residential,599,5,10,21,85,56,Yes,R02
12706,BS029,13.019859,77.51742,35,0,39,17:30,Saturday,Cloudy,Low,10,7805,Residential,304,11,7,40,100,40,Yes,R03
12707,BS044,13.024786,77.50991,15,27,43,18:15,Thursday,Cloudy,Low,23,10346,Mixed,649,12,8,27,123,93,Yes,R01
12708,BS033,13.019336,77.566162,33,27,73,09:45,Wednesday,Rainy,Low,25,1478,Mixed,515,7,3,33,474,97,Yes,R03
12709,BS004,13.071368,77.491292,11,10,49,17:15,Friday,Rainy,Medium,28,5357,Mixed,524,20,11,38,96,55,Yes,R02
12710,BS025,13.0177,77.550585,14,25,61,19:30,Sunday,Rainy,Medium,21,5057,Residential,459,12,11,51,400,20,Yes,R03
12711,BS034,13.047539,77.558242,23,12,61,17:30,Tuesday,Rainy,High,28,1285,Commercial,587,10,9,23,404,31,Yes,R01
12712,BS041,13.055145,77.568549,0,13,17,19:15,Tuesday,Rainy,Medium,20,7777,Commercial,564,18,6,17,116,33,Yes,R03
12713,BS029,13.071104,77.561995,32,26,83,08:30,Sunday,Sunny,High,8,11365,Mixed,449,12,15,30,314,87,Yes,R02
12714,BS011,13.004006,77.5654,13,5,24,17:45,Friday,Sunny,Medium,26,3291,Institutional,480,19,9,47,472,34,Yes,R02
12715,BS037,13.028778,77.541034,14,26,49,17:30,Saturday,Cloudy,Low,19,7747,Mixed,563,6,8,60,268,22,Yes,R02
12716,BS045,13.024749,77.521392,37,6,68,18:00,Tuesday,Sunny,Low,29,3917,Institutional,533,6,2,46,434,61,Yes,R01
12717,BS034,13.071381,77.547545,5,26,61,17:45,Saturday,Sunny,Low,28,6923,Residential,431,18,13,59,72,74,Yes,R02
12718,BS025,13.059306,77.497408,33,18,60,07:15,Friday,Sunny,Low,27,11027,Institutional,468,10,3,30,114,87,Yes,R03
12719,BS048,13.004113,77.512868,0,14,39,19:15,Monday,Sunny,Medium,23,9218,Residential,556,9,9,50,446,52,Yes,R02
12720,BS005,13.030517,77.551314,18,21,68,12:30,Sunday,Cloudy,High,12,6308,Commercial,448,11,9,43,237,44,No,R01
12721,BS043,13.027518,77.528225,18,21,59,19:15,Sunday,Rainy,Medium,24,9994,Institutional,643,8,13,31,263,43,Yes,R02
12722,BS002,13.001606,77.506644,35,0,55,12:00,Wednesday,Rainy,High,24,7492,Mixed,474,13,3,57,103,63,No,R01
12723,BS040,13.061334,77.522147,26,10,37,07:45,Saturday,Cloudy,Medium,20,1281,Commercial,260,7,5,54,107,61,Yes,R01
12724,BS017,13.028856,77.557406,22,24,74,08:00,Friday,Sunny,Low,14,6073,Institutional,557,19,8,58,410,31,Yes,R02
12725,BS003,13.071195,77.551496,32,14,48,09:30,Sunday,Cloudy,Low,21,3697,Mixed,504,14,11,20,230,79,Yes,R01
12726,BS044,13.015056,77.509034,5,29,49,09:30,Thursday,Sunny,Low,30,2752,Mixed,432,15,11,15,399,58,Yes,R01
12727,BS015,13.005052,77.527617,19,7,42,12:00,Sunday,Sunny,High,24,8013,Mixed,380,10,14,15,134,37,No,R01
12728,BS049,13.054628,77.561711,21,1,27,19:00,Sunday,Sunny,High,25,2776,Mixed,671,15,13,43,399,49,Yes,R01
12729,BS048,13.040252,77.563613,0,5,33,07:15,Tuesday,Cloudy,Low,19,6045,Residential,674,11,2,15,150,21,Yes,R02
12730,BS017,13.063063,77.530718,6,10,43,19:30,Saturday,Sunny,Medium,21,8900,Commercial,556,7,10,55,343,71,Yes,R02
12731,BS002,13.021411,77.51806,34,1,48,18:45,Thursday,Cloudy,High,13,8165,Commercial,498,19,13,39,116,32,Yes,R01
12732,BS015,13.072832,77.490802,19,23,71,19:30,Friday,Cloudy,High,24,9557,Institutional,682,14,9,52,229,81,Yes,R01
12733,BS006,13.075078,77.556231,22,30,78,08:00,Saturday,Cloudy,High,19,6670,Commercial,381,17,2,44,166,49,Yes,R03
12734,BS015,13.009259,77.506305,6,30,55,18:00,Saturday,Rainy,High,30,11633,Mixed,636,17,9,20,347,23,Yes,R01
12735,BS014,13.023498,77.557773,29,5,60,12:30,Friday,Rainy,Low,20,9764,Institutional,562,8,2,44,284,40,No,R02
12736,BS001,13.002009,77.501087,30,20,72,18:15,Sunday,Sunny,Low,25,9933,Institutional,262,15,2,44,350,29,Yes,R03
12737,BS032,13.055258,77.552067,0,9,38,07:15,Tuesday,Rainy,Medium,28,5837,Commercial,591,10,14,21,350,87,Yes,R03
12738,BS041,13.032325,77.511059,32,2,42,07:00,Sunday,Rainy,Medium,30,3631,Residential,556,18,14,59,175,76,Yes,R02
12739,BS034,13.000141,77.563504,3,23,51,09:15,Thursday,Sunny,High,29,10204,Commercial,393,11,13,54,153,22,Yes,R01
12740,BS007,13.069084,77.537515,32,1,58,19:00,Saturday,Sunny,Low,28,4239,Residential,527,12,12,18,414,48,Yes,R01
12741,BS026,13.057306,77.566293,21,12,61,19:15,Sunday,Rainy,High,17,6981,Institutional,534,14,2,31,106,62,Yes,R03
12742,BS036,13.049895,77.496967,0,14,25,12:15,Friday,Cloudy,Medium,13,7657,Institutional,638,11,8,15,328,77,No,R02
12743,BS049,13.02363,77.515057,27,1,30,07:30,Saturday,Rainy,High,22,7314,Commercial,700,8,5,29,454,81,Yes,R03
12744,BS011,13.044198,77.496764,21,4,27,08:30,Sunday,Sunny,Medium,30,11675,Institutional,549,11,4,34,209,35,Yes,R02
12745,BS006,13.068351,77.534834,24,8,38,17:30,Saturday,Sunny,Low,25,8462,Commercial,623,12,4,21,390,83,Yes,R03
12746,BS002,13.040934,77.509053,32,15,74,18:15,Monday,Cloudy,Medium,10,4440,Institutional,663,8,11,21,309,46,Yes,R02
12747,BS013,13.006332,77.526346,20,15,49,09:30,Sunday,Cloudy,Low,11,9663,Institutional,691,5,4,27,303,90,Yes,R01
12748,BS015,13.076146,77.536315,1,11,42,19:15,Saturday,Cloudy,Medium,16,6943,Institutional,516,6,5,54,264,71,Yes,R03
12749,BS046,13.056405,77.537101,18,16,39,19:15,Sunday,Cloudy,Low,20,8547,Mixed,464,5,9,32,106,60,Yes,R03
12750,BS016,13.029051,77.56883,28,16,58,08:15,Monday,Sunny,Low,21,6812,Commercial,481,12,10,32,186,65,Yes,R03
12751,BS011,13.02832,77.5327,7,16,48,09:15,Tuesday,Rainy,Medium,18,3212,Commercial,283,5,2,57,339,86,Yes,R02
12752,BS027,13.03788,77.498939,31,5,56,12:30,Saturday,Cloudy,Low,22,4825,Residential,454,12,4,54,385,30,No,R03
12753,BS027,13.063439,77.535079,19,15,59,08:15,Sunday,Sunny,Medium,22,7630,Residential,319,15,6,60,198,61,Yes,R03
12754,BS008,13.037139,77.53595,1,11,28,19:00,Friday,Rainy,Medium,29,3902,Commercial,436,20,4,48,288,78,Yes,R02
